file,bead_number,start_index,end_index,original_file_label,refined_label,Random Forest_Prediction,HistGradientBoosting_Prediction,Logistic Regression_Prediction,SVM_Prediction,XGBoost_Prediction,KNN_Prediction,Neural Network_Prediction
103647_BM4A2NE1T220810Y0190.csv,32,149308,152634,OK,OK,,,,,,,
103647_BM4A2NE1T220810Y0190.csv,33,152778,156104,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,34,167850,171176,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103647_BM4A2NE1T220810Y0190.csv,35,171333,174660,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,1,10082,14075,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,2,14258,18251,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,Weak Weld
103822_BM4A1NE1T220810Y0192.csv,3,18398,22391,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,4,40769,44095,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,5,44277,47603,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,6,47758,51084,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,7,62281,63755,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,8,63901,65375,OK,OK,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK
103822_BM4A1NE1T220810Y0192.csv,9,65523,66997,OK,OK,OK,Weak Weld,Poor Appearance,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,10,67159,68633,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
103822_BM4A1NE1T220810Y0192.csv,11,82311,83785,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,12,83941,85415,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,13,85558,87032,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,14,87179,88653,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,15,88815,90289,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,16,90434,91908,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,17,103592,105067,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
103822_BM4A1NE1T220810Y0192.csv,18,105218,106693,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,19,106842,108316,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,20,108476,109950,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,21,110129,111604,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,22,111754,113228,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,23,123330,124804,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,24,124956,126430,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,25,126592,128066,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,26,128214,129688,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,27,129850,131324,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,28,131469,132943,OK,OK,OK,OK,OK,Hot Melt,OK,Hot Melt,OK
103822_BM4A1NE1T220810Y0192.csv,29,133119,134593,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,30,134746,136221,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,31,136365,137839,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,32,148542,151868,OK,OK,,,,,,,
103822_BM4A1NE1T220810Y0192.csv,33,152011,155337,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,34,166165,169491,OK,OK,OK,OK,OK,OK,OK,OK,OK
103822_BM4A1NE1T220810Y0192.csv,35,169647,172973,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,1,9862,13855,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,2,14038,18031,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,Weak Weld
103439_BM4A1NE1T220810Y0189.csv,3,18178,22170,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,4,41888,45214,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,5,45397,48723,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,6,48877,52204,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,7,64032,65506,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
103439_BM4A1NE1T220810Y0189.csv,8,65651,67126,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,9,67274,68748,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,10,68909,70384,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,11,81623,83097,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,12,83253,84727,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,13,84870,86344,OK,OK,OK,OK,OK,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,14,86492,87966,OK,OK,OK,OK,Hot Melt,OK,OK,Weak Weld,OK
103439_BM4A1NE1T220810Y0189.csv,15,88127,89602,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,16,89746,91220,OK,OK,OK,OK,OK,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,17,102892,104367,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,18,104519,105993,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,19,106142,107616,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,20,107777,109251,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,21,109430,110904,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,22,111048,112522,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,23,124597,126072,OK,OK,OK,Weak Weld,Hot Melt,Hot Melt,OK,Weak Weld,OK
103439_BM4A1NE1T220810Y0189.csv,24,126220,127694,OK,OK,OK,OK,OK,OK,OK,Hot Melt,OK
103439_BM4A1NE1T220810Y0189.csv,25,127839,129313,OK,OK,OK,OK,OK,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,26,129461,130935,OK,OK,OK,Hot Melt,Hot Melt,Hot Melt,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,27,131097,132571,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,28,132716,134190,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,29,134366,135840,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,30,135994,137468,OK,OK,OK,OK,OK,OK,Weak Weld,OK,OK
103439_BM4A1NE1T220810Y0189.csv,31,137613,139087,OK,OK,OK,OK,OK,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,32,150522,153848,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,33,154009,157336,OK,OK,,,,,,,
103439_BM4A1NE1T220810Y0189.csv,34,168059,171385,OK,OK,OK,OK,OK,OK,OK,OK,OK
103439_BM4A1NE1T220810Y0189.csv,35,171541,174867,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,1,8235,12227,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,2,12411,16403,OK,OK,OK,OK,Poor Appearance,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,3,16551,20543,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,4,40600,43926,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,5,44108,47435,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,6,47589,50915,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,7,63855,65329,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,8,65476,66950,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,9,67099,68573,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,10,68734,70208,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,11,81324,82798,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,12,82951,84425,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,13,84570,86044,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,14,86192,87666,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,15,87828,89302,OK,OK,OK,OK,OK,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,16,89447,90921,OK,OK,OK,OK,OK,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,17,102091,103565,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,18,103716,105190,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,19,105340,106814,OK,OK,OK,Weak Weld,Weak Weld,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,20,106974,108448,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
112617_BM4A1NE1T220810Y0197.csv,21,108627,110101,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,22,110252,111726,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,23,123810,125284,OK,OK,OK,OK,OK,Hot Melt,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,24,125436,126910,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,25,127059,128533,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,26,128678,130152,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,27,130294,131768,OK,OK,OK,OK,OK,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,28,131913,133387,OK,OK,OK,OK,OK,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,29,133563,135037,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,30,135191,136665,OK,OK,OK,OK,OK,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,31,136810,138284,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,32,151378,154705,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,33,154848,158174,OK,OK,,,,,,,
112617_BM4A1NE1T220810Y0197.csv,34,169521,172848,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112617_BM4A1NE1T220810Y0197.csv,35,173007,176333,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,1,8733,12726,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,2,12910,16903,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,3,17050,21042,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,4,39618,42944,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,5,43130,46456,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,6,46611,49937,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,7,60106,61580,OK,OK,OK,OK,Weak Weld,Poor Appearance,OK,OK,Weak Weld
103510_BM4A2NE1T220810Y0189.csv,8,61728,63202,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,9,63350,64824,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,10,64985,66459,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,11,78419,79894,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,12,80045,81519,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,13,81664,83138,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,14,83286,84760,OK,OK,OK,OK,Poor Appearance,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,15,84922,86396,OK,OK,OK,OK,OK,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,16,86541,88015,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,17,101067,102542,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,18,102693,104168,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,19,104317,105791,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,20,105951,107425,OK,OK,Poor Appearance,Poor Appearance,Weak Weld,Weak Weld,Poor Appearance,OK,OK
103510_BM4A2NE1T220810Y0189.csv,21,107604,109078,OK,OK,OK,OK,Weak Weld,Weak Weld,Weak Weld,OK,OK
103510_BM4A2NE1T220810Y0189.csv,22,109229,110703,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,23,122689,124163,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,24,124315,125789,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,25,125934,127408,OK,OK,OK,OK,OK,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,26,127555,129029,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,27,129171,130646,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,28,130791,132265,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,29,132440,133915,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,30,134068,135542,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,31,135687,137161,OK,OK,OK,OK,OK,OK,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,32,147628,150954,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
103510_BM4A2NE1T220810Y0189.csv,33,151097,154424,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,34,163090,166417,OK,OK,,,,,,,
103510_BM4A2NE1T220810Y0189.csv,35,166574,169900,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,1,9985,13977,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,2,14160,18152,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,3,18300,22292,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,4,42046,45373,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,5,45556,48882,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,6,49036,52363,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,7,63368,64842,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
112439_BM4A2NE1T220810Y0195.csv,8,64990,66464,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,Weak Weld,OK
112439_BM4A2NE1T220810Y0195.csv,9,66613,68087,OK,OK,OK,OK,Weak Weld,Weak Weld,OK,OK,Weak Weld
112439_BM4A2NE1T220810Y0195.csv,10,68248,69722,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,11,82004,83479,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,12,83632,85106,OK,OK,OK,OK,OK,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,13,85256,86730,OK,OK,OK,OK,OK,Hot Melt,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,14,86893,88367,OK,OK,OK,OK,OK,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,15,88523,89997,OK,OK,OK,OK,OK,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,16,90142,91616,OK,OK,OK,OK,OK,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,17,103990,105465,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,18,105615,107089,OK,OK,OK,OK,OK,Weak Weld,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,19,107239,108713,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,20,108874,110348,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,21,110526,112001,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,22,112151,113625,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,23,124258,125732,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,24,125881,127355,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,25,127499,128974,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,26,129121,130595,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,27,130738,132212,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,28,132356,133831,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,29,134009,135483,OK,OK,OK,OK,Hot Melt,OK,OK,OK,OK
112439_BM4A2NE1T220810Y0195.csv,30,135639,137113,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,31,137258,138732,OK,OK,OK,OK,OK,OK,Weak Weld,OK,OK
112439_BM4A2NE1T220810Y0195.csv,32,148545,151871,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,33,152014,155340,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,34,166109,169435,OK,OK,,,,,,,
112439_BM4A2NE1T220810Y0195.csv,35,169589,172916,OK,OK,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,1,18565,22558,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Poor Appearance,Weak Weld,Weak Weld,OK,OK
140158_BM4A1NE1T220808Y0210.csv,2,22742,26735,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Poor Appearance,Weak Weld,Weak Weld,Weak Weld,Weak Weld
140158_BM4A1NE1T220808Y0210.csv,3,26882,30874,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,4,42265,45591,Weak Weld,OK-like,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,5,45774,49100,Weak Weld,OK-like,OK,OK,Hot Melt,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,6,49257,52583,Weak Weld,OK-like,OK,OK,Hot Melt,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,7,64177,65651,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK,OK
140158_BM4A1NE1T220808Y0210.csv,8,65799,67273,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK
140158_BM4A1NE1T220808Y0210.csv,9,67422,68896,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld
140158_BM4A1NE1T220808Y0210.csv,10,69058,70532,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,11,81904,83378,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,12,83531,85005,Weak Weld,OK-like,OK,OK,Hot Melt,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,13,85150,86624,Weak Weld,Weak Weld,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,14,86774,88248,Weak Weld,Weak Weld,OK,OK,Hot Melt,Hot Melt,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,15,88408,89882,Weak Weld,OK-like,OK,OK,Hot Melt,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,16,90029,91503,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,17,103158,104632,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK
140158_BM4A1NE1T220808Y0210.csv,18,104784,106258,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,19,106407,107881,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,20,108042,109516,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,21,109695,111169,Weak Weld,Weak Weld,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,22,111319,112793,Weak Weld,Weak Weld,OK,OK,Weak Weld,Weak Weld,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,23,124300,125775,Weak Weld,Weak Weld,OK,OK,Hot Melt,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,24,125922,127397,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,25,127541,129016,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,26,129165,130639,Weak Weld,OK-like,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,27,130799,132273,Weak Weld,OK-like,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,28,132418,133892,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,29,134069,135543,Weak Weld,OK-like,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,30,135696,137170,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,31,137315,138789,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
140158_BM4A1NE1T220808Y0210.csv,32,150282,153608,Weak Weld,Weak Weld,OK,OK,Weak Weld,Weak Weld,Weak Weld,OK,Weak Weld
140158_BM4A1NE1T220808Y0210.csv,33,153765,157091,Weak Weld,Weak Weld,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,34,168684,172010,Weak Weld,OK-like,,,,,,,
140158_BM4A1NE1T220808Y0210.csv,35,172167,175493,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,1,17205,21198,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,2,21382,25374,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Poor Appearance,Weak Weld,Weak Weld,Weak Weld,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,3,25522,29514,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Poor Appearance,Weak Weld,Weak Weld,Weak Weld,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,4,41092,44418,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,5,44600,47927,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,6,48081,51407,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,7,62962,64437,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,8,64584,66058,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,9,66206,67681,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,10,67842,69316,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,11,81028,82502,Weak Weld,Weak Weld,OK,OK,Hot Melt,OK,OK,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,12,82656,84130,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,13,84275,85749,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,14,85897,87371,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,15,87533,89007,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,16,89152,90626,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,17,102532,104006,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,18,104158,105633,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,19,105781,107256,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,20,107416,108890,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld,Weak Weld
121826_BM4A2NE1T220808Y0170_NG.csv,21,109069,110543,Weak Weld,Weak Weld,OK,Weak Weld,Weak Weld,Weak Weld,Weak Weld,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,22,110694,112168,Weak Weld,Weak Weld,OK,Weak Weld,Weak Weld,Weak Weld,OK,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,23,123694,125168,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,24,125321,126795,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,25,126957,128431,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,26,128578,130052,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,27,130194,131669,Weak Weld,OK-like,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,28,131813,133287,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,29,133466,134940,Weak Weld,Weak Weld,,,,,,,
121826_BM4A2NE1T220808Y0170_NG.csv,30,135091,136565,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
121826_BM4A2NE1T220808Y0170_NG.csv,31,136710,138184,Weak Weld,OK-like,OK,OK,OK,OK,OK,OK,OK
